chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,genre
0.42849723,0.078335494,0.10582953,0.0010850363,2284.7737825606796,324657.74153604725,2107.0211149878373,121554.99398047868,4550.9328206380205,1448167.8705900493,0.13344319661458334,0.002430360212370201,129.19921875,-95.38677,2230.8875,107.040764,632.30804,-37.88506,413.91183,41.728184,97.09176,-12.679664,96.28644,26.293905,49.483578,-16.65158,83.93771,21.15369,47.932846,-18.395454,48.818214,17.098284,50.322235,-16.46985,57.193295,8.887591,42.42252,-9.395388,36.0676,8.523525,45.414387,-11.961638,30.288628,4.662061,27.01801,-11.428612,33.259003,0.5321297,57.760532,-5.3322334,53.91008,5.7356954,58.397247,disco
0.37348676,0.08751774,0.1010637,0.0012041529,2134.6657856652923,545496.0694751763,2135.256837624873,266601.0986172745,4400.4994710286455,2743559.6491386085,0.10748517071759259,0.00194590441647544,129.19921875,-138.1114,2441.3347,115.07872,816.6648,-21.005909,693.7516,37.38807,199.84218,-6.2785373,139.74414,27.763084,164.11453,-13.658856,101.0015,23.821129,83.58802,-22.479736,105.821976,15.27558,47.971916,-9.787689,76.304756,7.367336,35.97991,-13.93091,47.564632,4.3819313,46.732,-9.8594475,71.28676,1.4427704,42.48179,-12.162867,54.859955,1.6570067,35.97045,-1.0105591,105.18921,5.1958203,72.78487,disco
0.39180595,0.08073074,0.09408693,0.0009643122,1949.5702578879752,309281.77736702346,2042.232501740749,202160.14672149438,4146.238199869792,1984458.3526212305,0.09057165075231481,0.0008463042549308598,129.19921875,-137.8004,2575.0984,122.57377,710.13934,-26.179615,457.93475,43.32004,178.38115,-7.8784947,134.61102,22.973288,116.5007,-13.409847,80.1347,22.793394,78.6472,-18.455566,93.89025,15.915089,43.380062,-10.021413,91.59683,5.697833,64.685036,-10.848692,57.01561,2.7432556,45.16093,-12.747455,68.33035,3.30716,55.158493,-9.764644,46.43857,1.5542566,48.29134,-1.1742066,97.88466,1.3014064,62.52363,disco
0.9674712,0.00033104993,0.0029708883,0.0,3660.6376830298796,0.0,2756.970069672437,0.0,6363.0615234375,0.0,0.00048828125,0.0,0.0,-308.04425,0.0,47.10074,0.0,-33.075207,0.0,20.448584,0.0,-10.588147,0.0,3.3502693,0.0,1.7937799,0.0,-5.326908,0.0,7.488579,0.0,-8.645916,0.0,8.911537,0.0,-8.565319,0.0,7.6896954,0.0,-6.5237875,0.0,5.1185255,0.0,-3.6823506,0.0,2.2244315,0.0,-0.9271395,0.0,-0.2445402,0.0,1.1591594,0.0,disco
0.49844417,0.07776778,0.081925765,0.0017796332,2532.4584604954894,491721.8711966283,2510.139063818989,82940.71659793539,5647.880045572917,1392522.4373572404,0.10747160734953703,0.002763050308116342,123.046875,-155.3822,4713.9966,89.5856,618.0781,-3.59676,292.1882,39.87424,166.31915,-11.347795,161.69954,32.311115,80.269806,-14.3668585,69.06385,27.604591,58.286842,-9.533534,55.549732,24.146818,60.344337,-10.86827,78.073944,5.6550565,59.41308,-12.433252,58.93893,4.5243144,45.03604,-7.2494226,49.95854,5.5799265,31.693535,1.7039274,29.627327,10.779878,58.630966,-1.2192394,78.299,-2.0119617,51.624115,disco
0.48483777,0.08614806,0.08337879,0.0016643099,2188.5824110461363,365854.78977965686,2303.935288923686,93015.95596297129,4847.662353515625,1702333.791218698,0.09223542390046297,0.0029404822977154997,123.046875,-158.7968,3729.6433,101.08905,495.7889,-11.717955,285.86627,40.220604,95.63112,-7.415328,78.77807,21.300987,117.13612,-13.397859,57.765877,21.249401,97.808754,-15.157645,58.18133,19.946995,73.8896,-8.143899,59.724007,3.8037486,64.29867,-9.646288,87.19786,2.0496578,44.637043,-8.574969,60.297924,2.6962178,36.628788,1.8130349,26.858177,8.024287,51.36591,2.331729,57.79384,-0.2719122,43.014034,disco
0.4778191,0.07650314,0.07840088,0.0014998734,2292.1945431347795,340814.87308074726,2348.197071380095,85096.46418182245,5075.9043375651045,1529153.470023432,0.10389313874421297,0.0020191866868726183,123.046875,-148.15848,3572.9016,102.396645,495.26642,-12.696049,245.80504,40.21612,75.66979,-13.000337,72.03472,23.434326,118.151085,-12.645003,55.530926,24.468496,83.5429,-15.413219,50.893375,22.793406,59.909035,-11.93073,35.00993,4.0973415,54.2258,-8.053241,80.83438,6.676117,42.47413,-9.05337,35.077286,5.165232,49.56192,-1.6070375,35.46203,7.100501,51.580387,-2.5724013,31.742996,-3.272952,49.890236,disco
0.4674337,0.07693699,0.08435539,0.0014753361,2237.8868608659245,303075.5035836839,2318.3063530766044,86859.92262823731,4974.5188395182295,1474450.8161385441,0.09729682074652778,0.0015253203426614222,123.046875,-139.95456,3167.8547,103.63265,439.30252,-14.762428,196.19293,41.218723,96.12707,-12.601372,85.127785,25.98212,86.04677,-12.946135,55.226593,25.026928,78.63789,-14.404946,55.7398,21.679163,54.125053,-9.878807,57.87604,5.478057,45.173393,-12.668944,52.93409,2.3370125,31.250746,-8.314765,34.788746,5.096478,31.556257,3.235582,43.075253,10.90191,43.37691,1.1331433,57.671307,-1.1974329,42.55342,disco
0.37995052,0.09790708,0.09129992,0.0021765775,2330.529992352553,406112.369012748,2350.9062339895154,88372.51002725604,5036.376953125,1707400.3590643406,0.10237178096064815,0.002982793746334699,123.046875,-158.91847,3979.986,92.852394,515.3824,-10.779356,311.52155,40.250202,145.07582,-12.744233,144.1991,23.012125,146.00453,-9.588518,88.226524,27.184109,89.64864,-12.029021,99.2353,20.571157,72.68986,-6.9892263,48.748627,9.139655,58.84839,-9.18772,58.5637,4.5534306,49.181767,-12.147601,46.01525,2.6649508,48.769566,-2.9602396,120.84956,7.613974,87.51953,3.4126973,95.96385,8.387159,57.411213,disco
0.41087538,0.09430023,0.08751629,0.0019157628,2173.6636552224295,580614.3362253016,2266.4475346536424,115156.24216444083,4654.2124430338545,2353939.553200164,0.09290907118055555,0.005106371126057189,123.046875,-169.48904,5510.6006,100.9883,737.0406,-10.948201,303.3806,36.051872,179.3142,-12.778035,146.20186,21.260595,136.22691,-10.6802845,109.65469,22.375084,64.954254,-16.626503,53.07043,16.581963,59.00737,-4.6540647,66.611244,9.447957,60.26813,-8.167528,66.928185,5.804795,38.523952,-9.599331,35.045673,0.7121358,45.884476,-5.856552,57.731064,2.825943,59.617237,-0.88390416,42.36945,4.7482758,67.03529,disco
0.97535986,0.00033622724,0.0016829397,0.0,3337.2431935920313,0.0,2919.7881073294793,0.0,7568.9208984375,0.0,0.0,0.0,0.0,-368.93002,0.0,70.70579,0.0,-28.222065,0.0,-0.9949813,0.0,14.891648,0.0,-16.04635,0.0,9.423516,0.0,0.39365113,0.0,-9.448889,0.0,14.877724,0.0,-15.782795,0.0,12.629866,0.0,-7.185979,0.0,1.4874188,0.0,2.5877094,0.0,-4.1306434,0.0,3.0448055,0.0,-0.27410597,0.0,-2.9988961,0.0,5.448136,0.0,disco
0.40437254,0.082258105,0.17719659,0.0041929744,3220.0828574950247,376751.6882616095,3087.49829875194,37358.77927988186,7141.845703125,737922.3288595676,0.15480550130208334,0.0041238562100463436,135.99917763157896,-27.283901,1033.9312,61.86728,155.97566,3.1554358,125.824425,12.206416,227.72118,9.257978,259.93658,7.2191625,84.037056,4.3392205,91.168076,6.4579587,49.23543,-2.6308074,65.60733,-3.7893414,46.896385,1.839939,62.269478,-0.44423366,44.867558,-0.31634438,28.616243,-1.9240761,27.310423,-10.8324995,42.698467,-4.6904054,34.307453,-3.9352064,30.940365,-5.4788322,24.346357,-4.0389843,23.779919,-5.3613834,22.248594,disco
0.48814878,0.07158645,0.16725346,0.0046168603,3044.4701880817183,532276.1313270638,2954.0659977377177,97305.90243034525,6583.677164713542,1664638.1408431465,0.14277027271412038,0.0029910753732764342,135.99917763157896,-41.088387,1800.944,65.680855,433.19507,0.27488714,275.43866,20.120596,234.53864,13.066288,133.9849,11.436848,70.75102,6.090378,78.00396,6.576104,57.096832,1.8848139,48.48857,1.690571,58.692707,3.2910383,49.42857,-3.0076206,40.727425,-4.0675635,46.226887,-3.1523485,38.79485,-3.4571872,27.608358,-4.848303,33.131905,-5.511871,23.455557,-4.897367,20.698072,-3.7251215,20.162376,-4.8976154,26.965794,disco
0.4643638,0.07972896,0.15045966,0.005303342,2959.2893051867463,926439.9424743571,2960.2106614624336,144206.29399296324,6458.066813151042,3072245.4452969967,0.13347258391203703,0.007278638039760302,135.99917763157896,-67.20614,2523.2153,71.78492,675.99536,2.654362,275.74655,17.58591,301.62064,16.827642,122.00785,10.117816,112.86771,6.6131253,59.546513,4.95041,48.600628,-0.3038448,41.332626,3.7291493,60.528683,5.178612,40.29385,-3.0663204,37.373127,-4.025919,37.921646,-4.6872344,28.655064,-3.872452,22.485575,-3.3172836,29.869461,-1.8401701,27.62726,-4.895111,22.921476,-4.476764,27.799112,-4.937649,24.134178,disco
0.47221884,0.07567785,0.16746475,0.0046461737,3412.8798706484895,918357.2511463665,3139.6774848622854,76651.68514818003,7343.42041015625,1693640.2602493763,0.17685727719907407,0.008427453302715705,135.99917763157896,-37.56139,1667.414,58.600197,498.99945,8.454481,228.69481,17.560276,205.33438,15.804118,133.54196,8.064321,83.68542,1.7812195,90.252205,1.9153372,88.27006,-2.285179,62.017258,-0.41923663,61.50125,3.65366,27.07047,-1.4038911,31.00012,-1.0219797,38.42774,-1.5974917,26.868864,-5.391761,28.072449,-3.530364,34.878025,-4.800534,25.774155,-5.8846765,28.033827,-4.5836616,37.497654,-6.373709,29.331018,disco
0.43780088,0.0846898,0.17098339,0.0046893056,2959.0626095786447,312421.6356137236,2979.400771187127,52680.48782935493,6631.3791910807295,1184809.7997645123,0.1294826931423611,0.001999347252242359,135.99917763157896,-46.123928,2584.1436,68.66172,322.63382,5.9288025,163.30803,15.540801,288.40717,4.7842064,310.86685,8.304966,108.857574,4.990335,102.01208,8.94584,49.49376,-0.1017675,59.677464,0.029895358,78.86393,2.9336917,47.506104,1.5350204,34.106632,1.3975776,22.403086,-0.76297194,26.235775,-7.7467036,68.53908,-8.187603,31.034863,-7.030506,32.462654,-6.524534,24.032724,-4.2012267,21.983927,-6.58892,21.267605,disco
0.44270828,0.08366268,0.18257885,0.003720066,3415.3006353690853,728766.9199439968,3165.4828324370733,28344.6896717549,7460.65673828125,951790.6145751476,0.16219527633101852,0.008974560228558399,135.99917763157896,-26.384432,1278.1917,57.035725,367.3334,9.137831,182.83717,15.206487,185.97237,13.004073,135.2912,10.871535,81.65835,3.3353865,108.76429,2.2803402,52.01841,0.051026378,60.95096,-1.6308198,74.28975,0.7437913,69.556595,-2.4914947,40.499737,-2.5287905,33.590153,-1.3864565,30.316597,-5.3458056,42.910233,-3.785837,21.346586,-5.3184032,31.9674,-6.748959,29.670336,-3.0332475,18.38697,-3.881243,22.454481,disco
0.50351495,0.08397985,0.06320619,0.0,2840.28512012174,0.0,3149.741097891607,0.0,6901.3916015625,0.0,0.00830078125,0.0,0.0,-90.05753,0.0,77.58614,0.0,4.8324337,0.0,11.983763,0.0,26.139442,0.0,8.347408,0.0,3.4422245,0.0,7.0023756,0.0,3.9138203,0.0,-16.160898,0.0,-4.043685,0.0,-2.5937037,0.0,-6.2626305,0.0,-10.445469,0.0,-1.2140284,0.0,-3.651368,0.0,-8.286985,0.0,-6.078699,0.0,-4.686671,0.0,-7.452467,0.0,disco
0.4651921,0.08122759,0.10753518,0.0017922937,1845.229228885002,510051.1677788272,2100.121390738821,262436.12699206214,4169.366455078125,2953863.0783185363,0.07191523799189815,0.0020797470909005495,129.19921875,-145.07043,5418.7363,120.653046,977.96356,-12.737716,403.35605,46.39585,137.86911,-1.9196314,158.45302,31.055222,103.34422,-12.101146,88.29082,19.496605,72.37665,-12.601429,62.270134,15.838478,61.5345,-9.809446,56.747345,7.406541,38.78095,-9.586975,42.687595,5.3430333,32.891987,-8.06189,31.510973,1.9495558,45.168953,-6.245519,29.922285,-0.796083,37.5586,-4.3851967,23.993883,2.6674023,29.33732,disco
0.4700613,0.067390025,0.113726325,0.001352447,2062.3598475752938,147177.04426679778,2116.330611979315,81710.98469631623,4401.2969970703125,947831.2543686479,0.10240342881944445,0.000610986609517792,129.19921875,-99.14844,1909.0214,112.87513,324.60095,-30.164757,182.7129,47.463657,84.304756,-7.1379924,72.750595,32.155552,40.623093,-12.546899,70.686005,21.451475,42.636654,-14.841057,45.041023,19.042435,36.507504,-13.138628,40.91306,9.336443,22.567884,-8.527303,55.860157,8.756523,50.103825,-7.513351,26.499771,4.466668,33.33096,-7.688809,26.365177,0.58416677,28.467087,-4.340378,31.004543,4.716608,66.615364,disco
0.4664941,0.07180207,0.114525795,0.0014317416,2038.594559476104,157845.52233529117,2099.201968716957,80362.03908962721,4350.5544026692705,932393.5596386179,0.1008617259837963,0.0008200463239711662,129.19921875,-102.854836,2434.461,112.95034,293.5279,-30.454735,205.26927,47.868484,121.52699,-8.134109,62.480423,32.004753,33.416138,-12.3004465,72.61848,21.042349,44.16412,-15.580276,56.768967,17.32301,42.917618,-13.322651,38.808575,9.383062,28.231478,-10.165489,44.11595,7.020858,48.082718,-8.2255125,34.266823,3.9690733,25.412022,-7.716541,30.795277,0.24119836,42.886303,-5.4982076,33.100204,1.8987981,62.66804,disco
0.43271354,0.07852982,0.12040788,0.001868547,2189.2031956818687,359036.792923716,2132.5717561491715,123591.90386507475,4531.443277994792,1546163.3084176315,0.11652741608796297,0.0027189136205550244,86.1328125,-97.09879,2772.706,108.49868,636.2198,-30.38856,391.31784,44.893654,108.26785,-7.8476624,91.44917,30.27152,49.411564,-14.885213,81.51534,21.569021,45.69825,-17.467775,56.420647,16.375607,44.92486,-13.957036,58.55449,7.950487,40.53003,-7.9419026,37.678802,8.368721,52.118877,-9.446076,31.37849,3.8491476,29.09547,-9.148572,27.565895,0.47592652,53.092167,-4.607578,49.39122,5.7926846,54.111042,disco
0.37944737,0.08775816,0.11743837,0.0017859031,1937.777183868284,512044.58318746823,2087.1516242260036,293823.59264190693,4146.437581380208,2949039.729183746,0.0896312572337963,0.0015890168841156613,129.19921875,-142.2087,2847.428,120.7852,869.2734,-14.6362505,736.62604,40.03653,205.08879,0.3422121,139.0338,30.597502,170.5099,-11.737453,98.76676,24.38194,71.320694,-21.694359,106.79278,14.360148,49.97566,-7.628028,72.1564,5.838354,44.3716,-11.524879,50.180935,3.682603,48.79786,-7.709467,68.735146,0.36311504,47.914272,-10.212187,55.804752,1.3284546,43.996506,-0.70910645,91.49217,5.044135,74.811295,disco
0.3976925,0.08179153,0.11115252,0.0016031116,1774.901364427448,306732.58991401264,2004.3435574163616,226032.7836303441,3906.3323974609375,2197598.3114447445,0.07362648292824074,0.000781333229832852,129.19921875,-142.31296,2996.0417,126.88257,763.99695,-19.347498,475.3391,44.783737,162.73201,-1.518239,126.87202,26.267998,141.73837,-10.464748,95.59261,23.151321,86.775536,-17.883747,96.05724,15.17945,48.102535,-6.881958,92.1163,4.8885913,71.14772,-9.10876,55.780197,2.166007,52.028336,-10.277564,63.27144,2.5431955,52.158527,-8.1962805,42.02609,0.985244,51.31297,-0.4017132,83.6773,1.9174013,65.30364,disco
0.93387985,0.0013318231,0.00041982092,0.0,4608.2132025926985,0.0,2805.2879728703306,0.0,7795.01953125,0.0,0.00048828125,0.0,0.0,-507.8185,0.0,3.9471908,0.0,-22.541363,0.0,17.127666,0.0,-10.29084,0.0,4.7035036,0.0,-1.4680333,0.0,-0.76784486,0.0,2.1132321,0.0,-2.8381257,0.0,3.1277733,0.0,-3.1645603,0.0,2.9354491,0.0,-2.6567929,0.0,2.254729,0.0,-1.874105,0.0,1.4586406,0.0,-1.1159655,0.0,0.7656424,0.0,-0.5116937,0.0,disco
0.3699854,0.08732179,0.19161314,0.006614549,2631.9552901564416,477234.5408113074,2473.6393126879275,96622.07829377054,5734.910074869792,1334674.119696849,0.13837122034143517,0.003680541677035095,123.046875,-54.749565,2984.8862,92.02701,632.36475,-10.842639,213.96165,36.554913,191.59375,-17.440771,231.73747,30.620377,128.8695,-22.699087,180.04424,26.663294,84.12145,-13.852365,80.05888,17.833239,104.64102,-8.542723,98.49305,5.76177,110.557365,-5.5392647,95.80373,6.572949,63.349194,-6.1727843,42.15508,3.2142458,32.984234,-9.183471,52.946648,0.09420363,42.099197,-4.404984,56.984203,2.2198296,85.44542,disco
0.44681054,0.08298613,0.1766291,0.0076128566,2501.7192061242063,1091815.4643968055,2324.254224171837,289840.8087089924,5162.8346761067705,3431342.470073659,0.12884069372106483,0.006534339218759406,123.046875,-71.656654,4476.4185,99.66357,1411.4694,-13.18316,562.90765,31.680784,217.00352,-10.230932,265.37903,25.777273,208.99374,-17.948635,202.16484,22.981386,143.30757,-11.494344,118.25467,13.010206,136.69318,-8.5283785,71.46967,10.501761,43.246925,-4.3187337,63.207626,8.574578,61.936386,-2.9787924,36.14667,1.9985632,57.418407,-9.570288,55.29314,0.32466647,42.938698,-6.691828,56.697563,-1.7994026,40.939606,disco
0.3899034,0.08741359,0.18016988,0.0075632934,2487.0134408997114,625684.7615367519,2412.569624597055,202469.60672568902,5348.109944661458,2473993.00902668,0.12005163122106481,0.003000476963521685,123.046875,-67.1326,3646.4854,96.325775,948.7993,-12.643153,312.5032,34.46221,266.93518,-11.493145,321.78015,23.188148,125.156136,-18.19095,246.43378,24.869043,102.46845,-13.692662,110.4909,11.592042,95.48041,-10.899093,95.64233,9.71848,64.823784,-4.947225,72.92848,10.475812,53.402317,-3.5986476,54.13763,1.5972081,58.023975,-8.101701,43.949482,0.8095215,43.189102,-5.2601004,41.32809,-2.8584232,42.7566,disco
0.41338018,0.08811324,0.17666633,0.0073031615,2489.643044898913,1009125.9487348122,2333.009544301597,250364.82794084077,5200.2187093098955,3231272.08826339,0.1357489691840278,0.007769707130429186,123.046875,-71.33138,4735.237,97.95973,1260.5908,-13.267932,303.45197,33.19832,235.77065,-9.050074,305.91956,27.368029,164.27861,-17.916412,212.72922,26.026787,88.918564,-9.049297,125.899124,12.720582,88.18808,-9.479142,94.93634,8.795541,67.93488,-3.715384,78.242546,9.777057,61.49067,-2.8658795,49.832096,-1.2638415,50.747444,-10.111692,54.08543,0.5690112,36.899708,-6.345279,47.158916,0.6774296,51.899315,disco
0.46927765,0.08097824,0.16709039,0.008484266,2470.5834664751983,1228503.558179395,2298.3067491641063,344787.10240925447,5109.549967447917,4141891.0736673414,0.13317418981481483,0.008522342180191897,123.046875,-85.652405,7135.338,98.59599,1707.3342,-13.904263,528.4205,29.109411,156.9085,-9.482221,512.339,22.4613,171.43788,-17.9425,292.04245,22.737875,90.22184,-8.294482,172.00607,9.646647,53.771954,-9.072618,92.51045,11.563642,42.1669,-4.07817,57.36749,8.909644,65.637764,-1.074155,55.370537,-0.506751,54.021603,-7.256595,47.646927,-0.2866963,34.61567,-4.240414,43.984257,-1.9541653,53.881638,disco
0.44566798,0.08223956,0.19027357,0.005993758,2875.607241386764,529902.2467482819,2484.9200060252715,87005.94094415213,5971.974690755208,887512.0525517396,0.1684276439525463,0.005103376416798645,123.046875,-33.51927,1457.8884,83.48337,605.97723,-17.804749,317.2196,32.29332,166.66464,-25.705534,185.99086,32.045025,155.47838,-22.523073,160.60143,25.566605,89.97027,-14.351099,103.01512,18.013044,111.11974,-10.863032,61.509884,7.450609,61.618877,-7.8899035,41.804325,11.647709,50.613705,-4.6890955,35.276546,4.2982807,32.71802,-9.671882,49.406055,0.5355507,30.207258,-6.073582,23.61052,-2.6854153,32.315884,disco
